,rating,comment,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
10,"['result-rating', 'four']","THIS IS THE BEST ITALIAN RESTAURANT IN LOS ANGELES. THE FIRST REASON IS THE ENVIRONMENT THE ENVIRONMENT IS VERY WELCOMING,RELAXING,FRESH,AND VERYâ€¦","['THIS', 'IS', 'THE', 'BEST', 'ITALIAN', 'RESTAURANT', 'IN', 'LOS', 'ANGELES.', 'THE', 'FIRST', 'REASON', 'IS', 'THE', 'ENVIRONMENT', 'THE', 'ENVIRONMENT', 'IS', 'VERY', 'WELCOMING,RELAXING,FRESH,AND', 'VERYâ€¦']","THIS IS THE BEST ITALIAN RESTAURANT IN LOS ANGELES. THE FIRST REASON IS THE ENVIRONMENT THE ENVIRONMENT IS VERY WELCOMING,RELAXING,FRESH,AND VERYâ€¦","['THIS', 'IS', 'THE', 'BEST', 'ITALIAN', 'RESTAURANT', 'IN', 'LOS', 'ANGELES', '.', 'THE', 'FIRST', 'REASON', 'IS', 'THE', 'ENVIRONMENT', 'THE', 'ENVIRONMENT', 'IS', 'VERY', 'WELCOMING', ',', 'RELAXING', ',', 'FRESH', ',', 'AND', 'VERYâ€¦']","['this', 'is', 'the', 'best', 'italian', 'restaurant', 'in', 'los', 'angeles', '.', 'the', 'first', 'reason', 'is', 'the', 'environment', 'the', 'environment', 'is', 'very', 'welcoming', ',', 'relaxing', ',', 'fresh', ',', 'and', 'veryâ€¦']","['this', 'is', 'the', 'best', 'italian', 'restaurant', 'in', 'los', 'angeles', 'the', 'first', 'reason', 'is', 'the', 'environment', 'the', 'environment', 'is', 'very', 'welcoming', 'relaxing', 'fresh', 'and', 'veryâ€¦']","['best', 'italian', 'restaurant', 'los', 'angeles', 'first', 'reason', 'environment', 'environment', 'welcoming', 'relaxing', 'fresh', 'veryâ€¦']","[('best', 'JJS'), ('italian', 'JJ'), ('restaurant', 'NN'), ('los', 'NN'), ('angeles', 'NNS'), ('first', 'RB'), ('reason', 'NN'), ('environment', 'NN'), ('environment', 'NN'), ('welcoming', 'VBG'), ('relaxing', 'VBG'), ('fresh', 'JJ'), ('veryâ€¦', 'NN')]","[('best', 'a'), ('italian', 'a'), ('restaurant', 'n'), ('los', 'n'), ('angeles', 'n'), ('first', 'r'), ('reason', 'n'), ('environment', 'n'), ('environment', 'n'), ('welcoming', 'v'), ('relaxing', 'v'), ('fresh', 'a'), ('veryâ€¦', 'n')]","['best', 'italian', 'restaurant', 'los', 'angeles', 'first', 'reason', 'environment', 'environment', 'welcome', 'relax', 'fresh', 'veryâ€¦']"
11,"['result-rating', 'four']","Good food (really enjoyed it), fast and friendly service, and the prices are reasonable. It's worth coming back to.","['Good', 'food', '(really', 'enjoyed', 'it),', 'fast', 'and', 'friendly', 'service,', 'and', 'the', 'prices', 'are', 'reasonable.', 'it is', 'worth', 'coming', 'back', 'to.']","Good food (really enjoyed it), fast and friendly service, and the prices are reasonable. it is worth coming back to.","['Good', 'food', '(', 'really', 'enjoyed', 'it', ')', ',', 'fast', 'and', 'friendly', 'service', ',', 'and', 'the', 'prices', 'are', 'reasonable', '.', 'it', 'is', 'worth', 'coming', 'back', 'to', '.']","['good', 'food', '(', 'really', 'enjoyed', 'it', ')', ',', 'fast', 'and', 'friendly', 'service', ',', 'and', 'the', 'prices', 'are', 'reasonable', '.', 'it', 'is', 'worth', 'coming', 'back', 'to', '.']","['good', 'food', 'really', 'enjoyed', 'it', 'fast', 'and', 'friendly', 'service', 'and', 'the', 'prices', 'are', 'reasonable', 'it', 'is', 'worth', 'coming', 'back', 'to']","['good', 'food', 'really', 'enjoyed', 'fast', 'friendly', 'service', 'prices', 'reasonable', 'worth', 'coming', 'back']","[('good', 'JJ'), ('food', 'NN'), ('really', 'RB'), ('enjoyed', 'VBD'), ('fast', 'RB'), ('friendly', 'JJ'), ('service', 'NN'), ('prices', 'NNS'), ('reasonable', 'JJ'), ('worth', 'NN'), ('coming', 'VBG'), ('back', 'RB')]","[('good', 'a'), ('food', 'n'), ('really', 'r'), ('enjoyed', 'v'), ('fast', 'r'), ('friendly', 'a'), ('service', 'n'), ('prices', 'n'), ('reasonable', 'a'), ('worth', 'n'), ('coming', 'v'), ('back', 'r')]","['good', 'food', 'really', 'enjoy', 'fast', 'friendly', 'service', 'price', 'reasonable', 'worth', 'come', 'back']"
12,"['result-rating', 'four']","Great food, this one is my go to resto whenever I need a comfort food. The ambiance is good and the people are kind.","['Great', 'food,', 'this', 'one', 'is', 'my', 'go', 'to', 'resto', 'whenever', 'I', 'need', 'a', 'comfort', 'food.', 'The', 'ambiance', 'is', 'good', 'and', 'the', 'people', 'are', 'kind.']","Great food, this one is my go to resto whenever I need a comfort food. The ambiance is good and the people are kind.","['Great', 'food', ',', 'this', 'one', 'is', 'my', 'go', 'to', 'resto', 'whenever', 'I', 'need', 'a', 'comfort', 'food', '.', 'The', 'ambiance', 'is', 'good', 'and', 'the', 'people', 'are', 'kind', '.']","['great', 'food', ',', 'this', 'one', 'is', 'my', 'go', 'to', 'resto', 'whenever', 'i', 'need', 'a', 'comfort', 'food', '.', 'the', 'ambiance', 'is', 'good', 'and', 'the', 'people', 'are', 'kind', '.']","['great', 'food', 'this', 'one', 'is', 'my', 'go', 'to', 'resto', 'whenever', 'i', 'need', 'a', 'comfort', 'food', 'the', 'ambiance', 'is', 'good', 'and', 'the', 'people', 'are', 'kind']","['great', 'food', 'one', 'go', 'resto', 'whenever', 'need', 'comfort', 'food', 'ambiance', 'good', 'people', 'kind']","[('great', 'JJ'), ('food', 'NN'), ('one', 'CD'), ('go', 'NN'), ('resto', 'NN'), ('whenever', 'WRB'), ('need', 'NN'), ('comfort', 'NN'), ('food', 'NN'), ('ambiance', 'NN'), ('good', 'JJ'), ('people', 'NNS'), ('kind', 'NN')]","[('great', 'a'), ('food', 'n'), ('one', 'n'), ('go', 'n'), ('resto', 'n'), ('whenever', 'n'), ('need', 'n'), ('comfort', 'n'), ('food', 'n'), ('ambiance', 'n'), ('good', 'a'), ('people', 'n'), ('kind', 'n')]","['great', 'food', 'one', 'go', 'resto', 'whenever', 'need', 'comfort', 'food', 'ambiance', 'good', 'people', 'kind']"
13,"['result-rating', 'five']","Great!!!This restaurant is rustic, simple, cozy and the food is scrumptious! The waiters are pleasant.","['Great!!!This', 'restaurant', 'is', 'rustic,', 'simple,', 'cozy', 'and', 'the', 'food', 'is', 'scrumptious!', 'The', 'waiters', 'are', 'pleasant.']","Great!!!This restaurant is rustic, simple, cozy and the food is scrumptious! The waiters are pleasant.","['Great', '!', '!', '!', 'This', 'restaurant', 'is', 'rustic', ',', 'simple', ',', 'cozy', 'and', 'the', 'food', 'is', 'scrumptious', '!', 'The', 'waiters', 'are', 'pleasant', '.']","['great', '!', '!', '!', 'this', 'restaurant', 'is', 'rustic', ',', 'simple', ',', 'cozy', 'and', 'the', 'food', 'is', 'scrumptious', '!', 'the', 'waiters', 'are', 'pleasant', '.']","['great', 'this', 'restaurant', 'is', 'rustic', 'simple', 'cozy', 'and', 'the', 'food', 'is', 'scrumptious', 'the', 'waiters', 'are', 'pleasant']","['great', 'restaurant', 'rustic', 'simple', 'cozy', 'food', 'scrumptious', 'waiters', 'pleasant']","[('great', 'JJ'), ('restaurant', 'NN'), ('rustic', 'JJ'), ('simple', 'NN'), ('cozy', 'NN'), ('food', 'NN'), ('scrumptious', 'JJ'), ('waiters', 'NNS'), ('pleasant', 'VBP')]","[('great', 'a'), ('restaurant', 'n'), ('rustic', 'a'), ('simple', 'n'), ('cozy', 'n'), ('food', 'n'), ('scrumptious', 'a'), ('waiters', 'n'), ('pleasant', 'v')]","['great', 'restaurant', 'rustic', 'simple', 'cozy', 'food', 'scrumptious', 'waiter', 'pleasant']"
14,"['result-rating', 'three', 'half']",My boyfriend & I first came across this place in Woodland Hills when driving by one day about 4 years ago and have been coming here ever since! I'mâ€¦,"['My', 'boyfriend', '&', 'I', 'first', 'came', 'across', 'this', 'place', 'in', 'Woodland', 'Hills', 'when', 'driving', 'by', 'one', 'day', 'about', '4', 'years', 'ago', 'and', 'have', 'been', 'coming', 'here', 'ever', 'since!', 'I amâ€¦']",My boyfriend & I first came across this place in Woodland Hills when driving by one day about 4 years ago and have been coming here ever since! I amâ€¦,"['My', 'boyfriend', '&', 'I', 'first', 'came', 'across', 'this', 'place', 'in', 'Woodland', 'Hills', 'when', 'driving', 'by', 'one', 'day', 'about', '4', 'years', 'ago', 'and', 'have', 'been', 'coming', 'here', 'ever', 'since', '!', 'I', 'amâ€¦']","['my', 'boyfriend', '&', 'i', 'first', 'came', 'across', 'this', 'place', 'in', 'woodland', 'hills', 'when', 'driving', 'by', 'one', 'day', 'about', '4', 'years', 'ago', 'and', 'have', 'been', 'coming', 'here', 'ever', 'since', '!', 'i', 'amâ€¦']","['my', 'boyfriend', 'i', 'first', 'came', 'across', 'this', 'place', 'in', 'woodland', 'hills', 'when', 'driving', 'by', 'one', 'day', 'about', '4', 'years', 'ago', 'and', 'have', 'been', 'coming', 'here', 'ever', 'since', 'i', 'amâ€¦']","['boyfriend', 'first', 'came', 'across', 'place', 'woodland', 'hills', 'driving', 'one', 'day', '4', 'years', 'ago', 'coming', 'ever', 'since', 'amâ€¦']","[('boyfriend', 'NN'), ('first', 'RB'), ('came', 'VBD'), ('across', 'IN'), ('place', 'NN'), ('woodland', 'NN'), ('hills', 'NNS'), ('driving', 'VBG'), ('one', 'CD'), ('day', 'NN'), ('4', 'CD'), ('years', 'NNS'), ('ago', 'RB'), ('coming', 'VBG'), ('ever', 'RB'), ('since', 'IN'), ('amâ€¦', 'NN')]","[('boyfriend', 'n'), ('first', 'r'), ('came', 'v'), ('across', 'n'), ('place', 'n'), ('woodland', 'n'), ('hills', 'n'), ('driving', 'v'), ('one', 'n'), ('day', 'n'), ('4', 'n'), ('years', 'n'), ('ago', 'r'), ('coming', 'v'), ('ever', 'r'), ('since', 'n'), ('amâ€¦', 'n')]","['boyfriend', 'first', 'come', 'across', 'place', 'woodland', 'hill', 'drive', 'one', 'day', '4', 'year', 'ago', 'come', 'ever', 'since', 'amâ€¦']"
15,"['result-rating', 'four']",Better than the others nearby. The food was amazing! The staff are wonderful people. I recommend this place.,"['Better', 'than', 'the', 'others', 'nearby.', 'The', 'food', 'was', 'amazing!', 'The', 'staff', 'are', 'wonderful', 'people.', 'I', 'recommend', 'this', 'place.']",Better than the others nearby. The food was amazing! The staff are wonderful people. I recommend this place.,"['Better', 'than', 'the', 'others', 'nearby', '.', 'The', 'food', 'was', 'amazing', '!', 'The', 'staff', 'are', 'wonderful', 'people', '.', 'I', 'recommend', 'this', 'place', '.']","['better', 'than', 'the', 'others', 'nearby', '.', 'the', 'food', 'was', 'amazing', '!', 'the', 'staff', 'are', 'wonderful', 'people', '.', 'i', 'recommend', 'this', 'place', '.']","['better', 'than', 'the', 'others', 'nearby', 'the', 'food', 'was', 'amazing', 'the', 'staff', 'are', 'wonderful', 'people', 'i', 'recommend', 'this', 'place']","['better', 'others', 'nearby', 'food', 'amazing', 'staff', 'wonderful', 'people', 'recommend', 'place']","[('better', 'JJR'), ('others', 'NNS'), ('nearby', 'RB'), ('food', 'NN'), ('amazing', 'JJ'), ('staff', 'NN'), ('wonderful', 'JJ'), ('people', 'NNS'), ('recommend', 'VBP'), ('place', 'NN')]","[('better', 'a'), ('others', 'n'), ('nearby', 'r'), ('food', 'n'), ('amazing', 'a'), ('staff', 'n'), ('wonderful', 'a'), ('people', 'n'), ('recommend', 'v'), ('place', 'n')]","['good', 'others', 'nearby', 'food', 'amazing', 'staff', 'wonderful', 'people', 'recommend', 'place']"
16,"['result-rating', 'four', 'half']","Great food, service and atmosphere. The food was fresh and delicious. We were warmly welcomed and seated. The staff were very attentive andâ€¦","['Great', 'food,', 'service', 'and', 'atmosphere.', 'The', 'food', 'was', 'fresh', 'and', 'delicious.', 'We', 'were', 'warmly', 'welcomed', 'and', 'seated.', 'The', 'staff', 'were', 'very', 'attentive', 'andâ€¦']","Great food, service and atmosphere. The food was fresh and delicious. We were warmly welcomed and seated. The staff were very attentive andâ€¦","['Great', 'food', ',', 'service', 'and', 'atmosphere', '.', 'The', 'food', 'was', 'fresh', 'and', 'delicious', '.', 'We', 'were', 'warmly', 'welcomed', 'and', 'seated', '.', 'The', 'staff', 'were', 'very', 'attentive', 'andâ€¦']","['great', 'food', ',', 'service', 'and', 'atmosphere', '.', 'the', 'food', 'was', 'fresh', 'and', 'delicious', '.', 'we', 'were', 'warmly', 'welcomed', 'and', 'seated', '.', 'the', 'staff', 'were', 'very', 'attentive', 'andâ€¦']","['great', 'food', 'service', 'and', 'atmosphere', 'the', 'food', 'was', 'fresh', 'and', 'delicious', 'we', 'were', 'warmly', 'welcomed', 'and', 'seated', 'the', 'staff', 'were', 'very', 'attentive', 'andâ€¦']","['great', 'food', 'service', 'atmosphere', 'food', 'fresh', 'delicious', 'warmly', 'welcomed', 'seated', 'staff', 'attentive', 'andâ€¦']","[('great', 'JJ'), ('food', 'NN'), ('service', 'NN'), ('atmosphere', 'RB'), ('food', 'NN'), ('fresh', 'JJ'), ('delicious', 'JJ'), ('warmly', 'NN'), ('welcomed', 'VBD'), ('seated', 'JJ'), ('staff', 'NN'), ('attentive', 'JJ'), ('andâ€¦', 'NN')]","[('great', 'a'), ('food', 'n'), ('service', 'n'), ('atmosphere', 'r'), ('food', 'n'), ('fresh', 'a'), ('delicious', 'a'), ('warmly', 'n'), ('welcomed', 'v'), ('seated', 'a'), ('staff', 'n'), ('attentive', 'a'), ('andâ€¦', 'n')]","['great', 'food', 'service', 'atmosphere', 'food', 'fresh', 'delicious', 'warmly', 'welcome', 'seated', 'staff', 'attentive', 'andâ€¦']"
17,"['result-rating', 'four', 'half']","Bricks & Scones is such a cute cafe. I've really only gotten coffee here, but the ambiance is just perfect every time.","['Bricks', '&', 'Scones', 'is', 'such', 'a', 'cute', 'cafe.', 'I have', 'really', 'only', 'gotten', 'coffee', 'here,', 'but', 'the', 'ambiance', 'is', 'just', 'perfect', 'every', 'time.']","Bricks & Scones is such a cute cafe. I have really only gotten coffee here, but the ambiance is just perfect every time.","['Bricks', '&', 'Scones', 'is', 'such', 'a', 'cute', 'cafe', '.', 'I', 'have', 'really', 'only', 'gotten', 'coffee', 'here', ',', 'but', 'the', 'ambiance', 'is', 'just', 'perfect', 'every', 'time', '.']","['bricks', '&', 'scones', 'is', 'such', 'a', 'cute', 'cafe', '.', 'i', 'have', 'really', 'only', 'gotten', 'coffee', 'here', ',', 'but', 'the', 'ambiance', 'is', 'just', 'perfect', 'every', 'time', '.']","['bricks', 'scones', 'is', 'such', 'a', 'cute', 'cafe', 'i', 'have', 'really', 'only', 'gotten', 'coffee', 'here', 'but', 'the', 'ambiance', 'is', 'just', 'perfect', 'every', 'time']","['bricks', 'scones', 'cute', 'cafe', 'really', 'gotten', 'coffee', 'ambiance', 'perfect', 'every', 'time']","[('bricks', 'NNS'), ('scones', 'NNS'), ('cute', 'VBP'), ('cafe', 'JJ'), ('really', 'RB'), ('gotten', 'JJ'), ('coffee', 'NN'), ('ambiance', 'NN'), ('perfect', 'JJ'), ('every', 'DT'), ('time', 'NN')]","[('bricks', 'n'), ('scones', 'n'), ('cute', 'v'), ('cafe', 'a'), ('really', 'r'), ('gotten', 'a'), ('coffee', 'n'), ('ambiance', 'n'), ('perfect', 'a'), ('every', 'n'), ('time', 'n')]","['brick', 'scone', 'cute', 'cafe', 'really', 'gotten', 'coffee', 'ambiance', 'perfect', 'every', 'time']"
18,"['result-rating', 'four']","This place is great. The staff and chefs are extremely accommodating. This place may not be for everyone, but for the majority of people, this is aâ€¦","['This', 'place', 'is', 'great.', 'The', 'staff', 'and', 'chefs', 'are', 'extremely', 'accommodating.', 'This', 'place', 'may', 'not', 'be', 'for', 'everyone,', 'but', 'for', 'the', 'majority', 'of', 'people,', 'this', 'is', 'aâ€¦']","This place is great. The staff and chefs are extremely accommodating. This place may not be for everyone, but for the majority of people, this is aâ€¦","['This', 'place', 'is', 'great', '.', 'The', 'staff', 'and', 'chefs', 'are', 'extremely', 'accommodating', '.', 'This', 'place', 'may', 'not', 'be', 'for', 'everyone', ',', 'but', 'for', 'the', 'majority', 'of', 'people', ',', 'this', 'is', 'aâ€¦']","['this', 'place', 'is', 'great', '.', 'the', 'staff', 'and', 'chefs', 'are', 'extremely', 'accommodating', '.', 'this', 'place', 'may', 'not', 'be', 'for', 'everyone', ',', 'but', 'for', 'the', 'majority', 'of', 'people', ',', 'this', 'is', 'aâ€¦']","['this', 'place', 'is', 'great', 'the', 'staff', 'and', 'chefs', 'are', 'extremely', 'accommodating', 'this', 'place', 'may', 'not', 'be', 'for', 'everyone', 'but', 'for', 'the', 'majority', 'of', 'people', 'this', 'is', 'aâ€¦']","['place', 'great', 'staff', 'chefs', 'extremely', 'accommodating', 'place', 'may', 'everyone', 'majority', 'people', 'aâ€¦']","[('place', 'NN'), ('great', 'JJ'), ('staff', 'NN'), ('chefs', 'NNS'), ('extremely', 'RB'), ('accommodating', 'VBG'), ('place', 'NN'), ('may', 'MD'), ('everyone', 'NN'), ('majority', 'NN'), ('people', 'NNS'), ('aâ€¦', 'VBP')]","[('place', 'n'), ('great', 'a'), ('staff', 'n'), ('chefs', 'n'), ('extremely', 'r'), ('accommodating', 'v'), ('place', 'n'), ('may', 'n'), ('everyone', 'n'), ('majority', 'n'), ('people', 'n'), ('aâ€¦', 'v')]","['place', 'great', 'staff', 'chef', 'extremely', 'accommodate', 'place', 'may', 'everyone', 'majority', 'people', 'aâ€¦']"
19,"['result-rating', 'five']",Great place for family! I really love the eating experience here. Try their combination sauce and you won't regret it!,"['Great', 'place', 'for', 'family!', 'I', 'really', 'love', 'the', 'eating', 'experience', 'here.', 'Try', 'their', 'combination', 'sauce', 'and', 'you', 'will not', 'regret', 'it!']",Great place for family! I really love the eating experience here. Try their combination sauce and you will not regret it!,"['Great', 'place', 'for', 'family', '!', 'I', 'really', 'love', 'the', 'eating', 'experience', 'here', '.', 'Try', 'their', 'combination', 'sauce', 'and', 'you', 'will', 'not', 'regret', 'it', '!']","['great', 'place', 'for', 'family', '!', 'i', 'really', 'love', 'the', 'eating', 'experience', 'here', '.', 'try', 'their', 'combination', 'sauce', 'and', 'you', 'will', 'not', 'regret', 'it', '!']","['great', 'place', 'for', 'family', 'i', 'really', 'love', 'the', 'eating', 'experience', 'here', 'try', 'their', 'combination', 'sauce', 'and', 'you', 'will', 'not', 'regret', 'it']","['great', 'place', 'family', 'really', 'love', 'eating', 'experience', 'try', 'combination', 'sauce', 'regret']","[('great', 'JJ'), ('place', 'NN'), ('family', 'NN'), ('really', 'RB'), ('love', 'VB'), ('eating', 'VBG'), ('experience', 'NN'), ('try', 'NN'), ('combination', 'NN'), ('sauce', 'NN'), ('regret', 'NN')]","[('great', 'a'), ('place', 'n'), ('family', 'n'), ('really', 'r'), ('love', 'v'), ('eating', 'v'), ('experience', 'n'), ('try', 'n'), ('combination', 'n'), ('sauce', 'n'), ('regret', 'n')]","['great', 'place', 'family', 'really', 'love', 'eat', 'experience', 'try', 'combination', 'sauce', 'regret']"
20,"['result-rating', 'four']",Awesome home cooked style food. Their turkey dinner is amazing...better than any home cooked Thanksgiving dinner i have ever had. They are locatedâ€¦,"['Awesome', 'home', 'cooked', 'style', 'food.', 'Their', 'turkey', 'dinner', 'is', 'amazing...better', 'than', 'any', 'home', 'cooked', 'Thanksgiving', 'dinner', 'i', 'have', 'ever', 'had.', 'They', 'are', 'locatedâ€¦']",Awesome home cooked style food. Their turkey dinner is amazing...better than any home cooked Thanksgiving dinner i have ever had. They are locatedâ€¦,"['Awesome', 'home', 'cooked', 'style', 'food', '.', 'Their', 'turkey', 'dinner', 'is', 'amazing', '...', 'better', 'than', 'any', 'home', 'cooked', 'Thanksgiving', 'dinner', 'i', 'have', 'ever', 'had', '.', 'They', 'are', 'locatedâ€¦']","['awesome', 'home', 'cooked', 'style', 'food', '.', 'their', 'turkey', 'dinner', 'is', 'amazing', '...', 'better', 'than', 'any', 'home', 'cooked', 'thanksgiving', 'dinner', 'i', 'have', 'ever', 'had', '.', 'they', 'are', 'locatedâ€¦']","['awesome', 'home', 'cooked', 'style', 'food', 'their', 'turkey', 'dinner', 'is', 'amazing', '...', 'better', 'than', 'any', 'home', 'cooked', 'thanksgiving', 'dinner', 'i', 'have', 'ever', 'had', 'they', 'are', 'locatedâ€¦']","['awesome', 'home', 'cooked', 'style', 'food', 'turkey', 'dinner', 'amazing', '...', 'better', 'home', 'cooked', 'thanksgiving', 'dinner', 'ever', 'locatedâ€¦']","[('awesome', 'JJ'), ('home', 'NN'), ('cooked', 'VBD'), ('style', 'NN'), ('food', 'NN'), ('turkey', 'NN'), ('dinner', 'NN'), ('amazing', 'VBG'), ('...', ':'), ('better', 'RBR'), ('home', 'NN'), ('cooked', 'VBD'), ('thanksgiving', 'VBG'), ('dinner', 'NN'), ('ever', 'RB'), ('locatedâ€¦', 'VBD')]","[('awesome', 'a'), ('home', 'n'), ('cooked', 'v'), ('style', 'n'), ('food', 'n'), ('turkey', 'n'), ('dinner', 'n'), ('amazing', 'v'), ('...', 'n'), ('better', 'r'), ('home', 'n'), ('cooked', 'v'), ('thanksgiving', 'v'), ('dinner', 'n'), ('ever', 'r'), ('locatedâ€¦', 'v')]","['awesome', 'home', 'cook', 'style', 'food', 'turkey', 'dinner', 'amaze', '...', 'well', 'home', 'cook', 'thanksgiving', 'dinner', 'ever', 'locatedâ€¦']"
21,"['result-rating', 'four', 'half']","this place is awesome! We were greeted with a cool energetic staff, and the inside decor is an open A-frame room with lots of window/light. Theâ€¦","['this', 'place', 'is', 'awesome!', 'We', 'were', 'greeted', 'with', 'a', 'cool', 'energetic', 'staff,', 'and', 'the', 'inside', 'decor', 'is', 'an', 'open', 'A-frame', 'room', 'with', 'lots', 'of', 'window/light.', 'Theâ€¦']","this place is awesome! We were greeted with a cool energetic staff, and the inside decor is an open A-frame room with lots of window/light. Theâ€¦","['this', 'place', 'is', 'awesome', '!', 'We', 'were', 'greeted', 'with', 'a', 'cool', 'energetic', 'staff', ',', 'and', 'the', 'inside', 'decor', 'is', 'an', 'open', 'A-frame', 'room', 'with', 'lots', 'of', 'window/light', '.', 'Theâ€¦']","['this', 'place', 'is', 'awesome', '!', 'we', 'were', 'greeted', 'with', 'a', 'cool', 'energetic', 'staff', ',', 'and', 'the', 'inside', 'decor', 'is', 'an', 'open', 'a-frame', 'room', 'with', 'lots', 'of', 'window/light', '.', 'theâ€¦']","['this', 'place', 'is', 'awesome', 'we', 'were', 'greeted', 'with', 'a', 'cool', 'energetic', 'staff', 'and', 'the', 'inside', 'decor', 'is', 'an', 'open', 'a-frame', 'room', 'with', 'lots', 'of', 'window/light', 'theâ€¦']","['place', 'awesome', 'greeted', 'cool', 'energetic', 'staff', 'inside', 'decor', 'open', 'a-frame', 'room', 'lots', 'window/light', 'theâ€¦']","[('place', 'NN'), ('awesome', 'RB'), ('greeted', 'VBD'), ('cool', 'JJ'), ('energetic', 'JJ'), ('staff', 'NN'), ('inside', 'IN'), ('decor', 'NN'), ('open', 'JJ'), ('a-frame', 'JJ'), ('room', 'NN'), ('lots', 'NNS'), ('window/light', 'VBD'), ('theâ€¦', 'NN')]","[('place', 'n'), ('awesome', 'r'), ('greeted', 'v'), ('cool', 'a'), ('energetic', 'a'), ('staff', 'n'), ('inside', 'n'), ('decor', 'n'), ('open', 'a'), ('a-frame', 'a'), ('room', 'n'), ('lots', 'n'), ('window/light', 'v'), ('theâ€¦', 'n')]","['place', 'awesome', 'greet', 'cool', 'energetic', 'staff', 'inside', 'decor', 'open', 'a-frame', 'room', 'lot', 'window/light', 'theâ€¦']"
22,"['result-rating', 'four']",Excellent Italian food.  Less crowded than all the other San Vicente Italians because of its location. Pricey but great quality.,"['Excellent', 'Italian', 'food.', 'Less', 'crowded', 'than', 'all', 'the', 'other', 'San', 'Vicente', 'Italians', 'because', 'of', 'its', 'location.', 'Pricey', 'but', 'great', 'quality.']",Excellent Italian food. Less crowded than all the other San Vicente Italians because of its location. Pricey but great quality.,"['Excellent', 'Italian', 'food', '.', 'Less', 'crowded', 'than', 'all', 'the', 'other', 'San', 'Vicente', 'Italians', 'because', 'of', 'its', 'location', '.', 'Pricey', 'but', 'great', 'quality', '.']","['excellent', 'italian', 'food', '.', 'less', 'crowded', 'than', 'all', 'the', 'other', 'san', 'vicente', 'italians', 'because', 'of', 'its', 'location', '.', 'pricey', 'but', 'great', 'quality', '.']","['excellent', 'italian', 'food', 'less', 'crowded', 'than', 'all', 'the', 'other', 'san', 'vicente', 'italians', 'because', 'of', 'its', 'location', 'pricey', 'but', 'great', 'quality']","['excellent', 'italian', 'food', 'less', 'crowded', 'san', 'vicente', 'italians', 'location', 'pricey', 'great', 'quality']","[('excellent', 'JJ'), ('italian', 'JJ'), ('food', 'NN'), ('less', 'RBR'), ('crowded', 'JJ'), ('san', 'NN'), ('vicente', 'NN'), ('italians', 'NNS'), ('location', 'VBP'), ('pricey', 'RB'), ('great', 'JJ'), ('quality', 'NN')]","[('excellent', 'a'), ('italian', 'a'), ('food', 'n'), ('less', 'r'), ('crowded', 'a'), ('san', 'n'), ('vicente', 'n'), ('italians', 'n'), ('location', 'v'), ('pricey', 'r'), ('great', 'a'), ('quality', 'n')]","['excellent', 'italian', 'food', 'less', 'crowded', 'san', 'vicente', 'italian', 'location', 'pricey', 'great', 'quality']"
